n_neurons,n_cores,conn_prob,firing_rate,learning_rule,T_simulate,T_simulate_sem,T_1core,speedup,speedup_sem,efficiency,efficiency_sem
50,2,0.05,20.0,stdp,0.3501566363362751,0.0011760784630772535,0.4478229943391246,1.2789219105619207,0.011778484387631377,0.6394609552809604,0.005889242193815689
50,4,0.05,20.0,stdp,0.3067451910028467,0.0019710157473830786,0.4478229943391246,1.459918549578724,0.01564400688691393,0.364979637394681,0.003911001721728482
50,8,0.05,20.0,stdp,0.4103937589970883,0.0020486652838014,0.4478229943391246,1.0912032274406538,0.01082752396481558,0.13640040343008172,0.0013534404956019475
50,1,0.05,40.0,static,0.4400111143331742,0.0011863992306439903,0.4400111143331742,1.0,0.0038131352316143965,1.0,0.0038131352316143965
50,2,0.05,40.0,static,0.3506040803331416,0.007574854457198875,0.4400111143331742,1.2550085381638418,0.027324985758232383,0.6275042690819209,0.013662492879116191
50,4,0.05,40.0,static,0.3022220323327929,0.0004571507010076383,0.4400111143331742,1.45592004307831,0.004501137708541275,0.3639800107695775,0.0011252844271353187
50,8,0.05,40.0,static,0.40695956166503794,0.0004578181971952623,0.4400111143331742,1.0812158154803118,0.003158846090204361,0.13515197693503897,0.0003948557612755451
50,1,0.05,40.0,stdp,0.443997549994189,0.0005394945252580666,0.443997549994189,1.0,0.0017183889290739952,1.0,0.0017183889290739952
50,2,0.05,40.0,stdp,0.3493477476683135,0.0015434042034359983,0.443997549994189,1.2709329112828296,0.005823424650285375,0.6354664556414148,0.0029117123251426874
50,4,0.05,40.0,stdp,0.31121397266785306,0.007672310683042,0.443997549994189,1.426663289530547,0.035214007539753074,0.3566658223826368,0.008803501884938269
50,8,0.05,40.0,stdp,0.41467290500198334,0.005241697628229747,0.443997549994189,1.0707175333581667,0.013596855609847473,0.13383969166977083,0.001699606951230934
50,1,0.1,10.0,static,0.43935150367421255,2.1381235956492474e-05,0.43935150367421255,1.0,6.882333078889998e-05,1.0,6.882333078889998e-05
50,2,0.1,10.0,static,0.348790331670898,0.008343904520152746,0.43935150367421255,1.2596435846414566,0.030133769755780294,0.6298217923207283,0.015066884877890147
50,4,0.1,10.0,static,0.3026099353301106,0.0011149918854683424,0.43935150367421255,1.451874021237715,0.005350019141207367,0.36296850530942876,0.0013375047853018418
50,8,0.1,10.0,static,0.40664442333218176,0.0006629693870815643,0.43935150367421255,1.0804316460902572,0.0017622574103541282,0.13505395576128215,0.00022028217629426603
50,1,0.1,10.0,stdp,0.448504431003433,0.00041827446602531567,0.448504431003433,1.0,0.0013188931519002942,1.0,0.0013188931519002942
50,2,0.1,10.0,stdp,0.3540150673312989,0.004772185645929502,0.448504431003433,1.2669077460019742,0.017118961810239634,0.6334538730009871,0.008559480905119817
